user_id,total_logons,after_hours_logons,weekend_logons,failed_logons,total_emails,emails_with_attachments,external_emails,total_http,suspicious_http,total_file,exe_zip_files,after_hours_file_ops,total_device,num_distinct_pcs,unique_http_domains,unique_external_recipients,total_email_megabytes,label,total_actions,after_hours_ratio,weekend_activity_ratio,failed_logon_ratio,attachment_ratio,external_email_ratio,suspicious_file_ratio,suspicious_http_ratio,device_action_ratio,total_suspicious_flags,overall_suspicious_ratio,exfiltration_intensity,activity_intensity,after_hours_file_ratio,domain_diversity,recipient_diversity
AIH0675,692.0,0.0,0.0,0,2994.0,626.0,1223.0,32775.0,2096.0,0.0,0.0,0.0,0.0,1.0,157.0,508.0,85.725235,0,36461.0,0.0,0.0,0.0,0.20901503,0.40834725,0.0,0.063949235,0.0,3945.0,0.108194835,0.09102628,36461.0,0.0,0.0047900905,0.41503268
AIM0627,692.0,0.0,0.0,0,5009.0,0.0,1849.0,55890.0,5677.0,0.0,0.0,0.0,0.0,1.0,194.0,822.0,143.23183,0,61591.0,0.0,0.0,0.0,0.0,0.3690619,0.0,0.10157271,0.0,7526.0,0.12219119,0.12219119,61591.0,0.0,0.0034710418,0.4443243
AIP0394,1025.0,49.0,8.0,0,3044.0,892.0,1170.0,32775.0,2825.0,0.0,0.0,0.0,0.0,1.0,195.0,484.0,87.726036,0,36844.0,0.047758285,0.007797271,0.0,0.29293925,0.38423645,0.0,0.08619112,0.0,4936.0,0.13396661,0.1084272,36844.0,0.0,0.0059494753,0.41332194
AIP0982,1000.0,0.0,0.0,0,3328.0,988.0,1104.0,34500.0,2191.0,6182.0,343.0,0.0,729.0,2.0,86.0,417.0,94.75236,0,45739.0,0.0,0.0,0.0,0.29678583,0.33163112,0.055474687,0.0635054,0.01593791,4626.0,0.10113686,0.08797552,45739.0,0.0,0.0024926814,0.37737557
AIS0405,692.0,0.0,0.0,0,2995.0,606.0,1397.0,32870.0,1839.0,0.0,0.0,0.0,0.0,1.0,235.0,632.0,84.768486,0,36557.0,0.0,0.0,0.0,0.20226969,0.4662884,0.0,0.05594597,0.0,3842.0,0.10509328,0.088516876,36557.0,0.0,0.007149159,0.45207438
AJC0840,692.0,0.0,0.0,0,364.0,45.0,157.0,3460.0,184.0,0.0,0.0,0.0,0.0,1.0,92.0,112.0,10.670319,0,4516.0,0.0,0.0,0.0,0.12328767,0.43013698,0.0,0.053163826,0.0,386.0,0.08545495,0.07549258,4516.0,0.0,0.026581913,0.70886075
AJD0074,1202.0,0.0,118.0,0,3781.0,1192.0,1664.0,44118.0,2568.0,515.0,17.0,0.0,294.0,2.0,163.0,545.0,108.60927,0,49910.0,0.0,0.098088115,0.0,0.31517714,0.43997884,0.032945737,0.058206216,0.005890485,5441.0,0.10901404,0.09068141,49910.0,0.0,0.0036945534,0.32732734
AJF0370,3267.0,1428.0,142.0,0,3927.0,1199.0,1927.0,42445.0,1774.0,11053.0,643.0,1579.2310000000207,7852.650000000059,661.0,235.0,793.0,113.631134,0,69194.0,0.4369645,0.043451652,0.0,0.3052444,0.49058044,0.05816899,0.04179428,0.12287015,6971.0,0.10074427,0.17635667,69194.0,0.16374163,0.0055364463,0.41130707
AJH0175,810.0,83.0,7.0,0,4976.0,529.0,2055.0,52938.0,7819.0,236.0,14.0,0.0,317.0,1.0,136.0,933.0,143.3702,0,59277.0,0.102342784,0.00863132,0.0,0.10628893,0.41289935,0.05907173,0.1476983,0.005347684,10500.0,0.17713149,0.17191875,59277.0,0.0,0.0025689944,0.45379376
AJL0462,1034.0,56.0,6.0,0,338.0,102.0,129.0,3114.0,71.0,0.0,0.0,0.0,0.0,1.0,96.0,84.0,9.684639,0,4486.0,0.05410628,0.0057971017,0.0,0.30088496,0.38053098,0.0,0.022792937,0.0,358.0,0.07978605,0.04457321,4486.0,0.0,0.030818619,0.64615387
AJN0607,1177.0,0.0,0.0,0,5022.0,2034.0,2173.0,56052.0,5333.0,820.0,56.0,0.0,2061.0,2.0,171.0,948.0,142.4933,0,65132.0,0.0,0.0,0.0,0.4049373,0.43261,0.0682095,0.0951421,0.031642947,9596.0,0.14732932,0.14688407,65132.0,0.0,0.0030506842,0.43606254
AJP0723,692.0,0.0,0.0,0,337.0,0.0,155.0,3460.0,102.0,0.0,0.0,0.0,0.0,1.0,94.0,95.0,9.698853,0,4489.0,0.0,0.0,0.0,0.0,0.45857987,0.0,0.02947125,0.0,257.0,0.057238307,0.057238307,4489.0,0.0,0.02715978,0.60897434
AJR0319,1258.0,0.0,279.0,0,6434.0,1949.0,2347.0,72252.0,5537.0,0.0,0.0,0.0,0.0,1.0,153.0,1057.0,185.91286,0,79944.0,0.0,0.22160445,0.0,0.3028749,0.36472416,0.0,0.0766335,0.0,9833.0,0.12299706,0.0986178,79944.0,0.0,0.002117559,0.45017037
AJR0932,398.0,6.0,1.0,0,1709.0,0.0,616.0,18527.0,408.0,47.0,1.0,39.0,38.0,1.0,175.0,271.0,48.923428,1,20719.0,0.015037594,0.0025062656,0.0,0.0,0.36023393,0.020833334,0.022020726,0.0018339768,1031.0,0.049758688,0.051254828,20719.0,0.8125,0.009445164,0.43922204
AKC0924,692.0,0.0,0.0,0,3047.0,617.0,1240.0,32870.0,3179.0,0.0,0.0,0.0,0.0,1.0,140.0,501.0,87.019966,0,36609.0,0.0,0.0,0.0,0.20242782,0.40682414,0.0,0.09671139,0.0,5036.0,0.13755804,0.120704725,36609.0,0.0,0.004259073,0.4037067
AKF0709,692.0,0.0,0.0,0,331.0,0.0,181.0,3460.0,298.0,0.0,0.0,0.0,0.0,1.0,143.0,118.0,9.261307,0,4483.0,0.0,0.0,0.0,0.0,0.54518074,0.0,0.086102284,0.0,479.0,0.106824264,0.106824264,4483.0,0.0,0.041317537,0.64835167
AKH0758,692.0,0.0,0.0,0,1008.0,204.0,294.0,10005.0,1116.0,0.0,0.0,0.0,0.0,1.0,71.0,166.0,29.170523,0,11705.0,0.0,0.0,0.0,0.20218037,0.2913776,0.0,0.11153308,0.0,1614.0,0.13787802,0.12045105,11705.0,0.0,0.0070957425,0.56271183
AKK0329,692.0,0.0,0.0,0,1011.0,406.0,569.0,10034.0,814.0,0.0,0.0,0.0,0.0,1.0,223.0,304.0,28.90524,0,11737.0,0.0,0.0,0.0,0.40118578,0.56225294,0.0,0.081116095,0.0,1789.0,0.15241097,0.11782245,11737.0,0.0,0.022222223,0.53333336
AKR0057,662.0,0.0,0.0,0,2459.0,256.0,908.0,26463.0,1005.0,540.0,40.0,0.0,966.0,13.0,177.0,397.0,70.49277,1,31090.0,0.0,0.0,0.0,0.10406504,0.3691057,0.073937155,0.03797612,0.031070085,2209.0,0.0710495,0.092599146,31090.0,0.0,0.0066883313,0.43674368
AKW0167,692.0,0.0,0.0,0,3685.0,376.0,1474.0,39444.0,2040.0,0.0,0.0,0.0,0.0,1.0,169.0,677.0,105.75968,0,43821.0,0.0,0.0,0.0,0.1020076,0.3998915,0.0,0.051717583,0.0,3890.0,0.0887682,0.080188036,43821.0,0.0,0.0042844466,0.45898306
ALB0892,470.0,0.0,116.0,0,680.0,83.0,187.0,6815.0,3.0,0.0,0.0,0.0,0.0,1.0,83.0,115.0,19.423836,0,7965.0,0.0,0.2462845,0.0,0.12187959,0.27459618,0.0,0.00044014084,0.0,273.0,0.03427065,0.023851369,7965.0,0.0,0.01217723,0.61170214
ALC0788,692.0,0.0,0.0,0,1004.0,400.0,456.0,10034.0,736.0,0.0,0.0,0.0,0.0,1.0,192.0,250.0,29.078594,0,11730.0,0.0,0.0,0.0,0.39800996,0.45373136,0.0,0.0733433,0.0,1592.0,0.13570881,0.101611115,11730.0,0.0,0.019133035,0.54704595
ALD0529,968.0,0.0,0.0,0,993.0,317.0,424.0,9976.0,672.0,0.0,0.0,0.0,0.0,1.0,134.0,221.0,28.680014,0,11937.0,0.0,0.0,0.0,0.3189135,0.42655936,0.0,0.06735492,0.0,1413.0,0.11836153,0.09180767,11937.0,0.0,0.013430891,0.52
ALD0544,692.0,0.0,0.0,0,2971.0,1183.0,1169.0,32775.0,2624.0,0.0,0.0,0.0,0.0,1.0,133.0,457.0,85.208336,0,36438.0,0.0,0.0,0.0,0.39804846,0.39333782,0.0,0.08005858,0.0,4976.0,0.13655698,0.10409177,36438.0,0.0,0.0040578474,0.3905983
ALH0402,692.0,0.0,0.0,0,3039.0,606.0,1153.0,32870.0,1597.0,0.0,0.0,0.0,0.0,1.0,150.0,502.0,86.39005,0,36601.0,0.0,0.0,0.0,0.1993421,0.3792763,0.0,0.048583858,0.0,3356.0,0.091688976,0.075132504,36601.0,0.0,0.004563293,0.43500867
AMD0077,692.0,0.0,0.0,0,5984.0,1233.0,2290.0,65740.0,3005.0,0.0,0.0,0.0,0.0,1.0,163.0,887.0,169.68788,0,72416.0,0.0,0.0,0.0,0.20601504,0.38262323,0.0,0.045709677,0.0,6528.0,0.09014458,0.07311819,72416.0,0.0,0.0024794268,0.3871672
AMH0464,692.0,0.0,0.0,0,337.0,67.0,126.0,3460.0,38.0,0.0,0.0,0.0,0.0,1.0,85.0,88.0,9.454956,0,4489.0,0.0,0.0,0.0,0.19822486,0.37278107,0.0,0.010979486,0.0,231.0,0.05144766,0.03652561,4489.0,0.0,0.024559377,0.6929134
AMH0794,692.0,0.0,0.0,0,2957.0,618.0,676.0,32870.0,3930.0,0.0,0.0,0.0,0.0,1.0,112.0,309.0,84.57608,0,36519.0,0.0,0.0,0.0,0.20892495,0.22853279,0.0,0.119558275,0.0,5224.0,0.1430449,0.12612267,36519.0,0.0,0.0034072588,0.4564254
AMJ0297,692.0,0.0,0.0,0,330.0,0.0,124.0,3460.0,157.0,0.0,0.0,0.0,0.0,1.0,126.0,87.0,9.642023,0,4482.0,0.0,0.0,0.0,0.0,0.37462234,0.0,0.04536261,0.0,281.0,0.06268124,0.06268124,4482.0,0.0,0.036405664,0.696
AMM0014,692.0,0.0,0.0,0,6029.0,0.0,2815.0,65740.0,2123.0,0.0,0.0,0.0,0.0,1.0,239.0,960.0,173.11508,0,72461.0,0.0,0.0,0.0,0.0,0.46683252,0.0,0.032293394,0.0,4938.0,0.068146065,0.068146065,72461.0,0.0,0.0036354787,0.3409091
AMR0318,1013.0,30.0,5.0,0,4974.0,502.0,1274.0,56052.0,7389.0,230.0,20.0,0.0,281.0,1.0,134.0,529.0,142.87587,0,62550.0,0.0295858,0.0049309665,0.0,0.100904524,0.2560804,0.08658009,0.13182166,0.004492334,9215.0,0.1473198,0.14298733,62550.0,0.0,0.0023905947,0.41490197
AMR0400,692.0,0.0,0.0,0,2987.0,0.0,1155.0,32870.0,1559.0,0.0,0.0,0.0,0.0,1.0,172.0,481.0,84.94502,0,36549.0,0.0,0.0,0.0,0.0,0.3865462,0.0,0.047427826,0.0,2714.0,0.074254446,0.074254446,36549.0,0.0,0.005232576,0.41608995
AMV0036,692.0,0.0,0.0,0,4711.0,0.0,2150.0,49478.0,3159.0,0.0,0.0,0.0,0.0,1.0,232.0,834.0,133.92412,0,54881.0,0.0,0.0,0.0,0.0,0.45628184,0.0,0.06384527,0.0,5309.0,0.096734814,0.096734814,54881.0,0.0,0.004688858,0.38772663
AMW0392,1254.0,0.0,275.0,0,3956.0,398.0,1542.0,40500.0,2609.0,0.0,0.0,0.0,0.0,1.0,208.0,658.0,112.771065,0,45710.0,0.0,0.21912351,0.0,0.10058125,0.38968915,0.0,0.06441816,0.0,4549.0,0.099516526,0.09080965,45710.0,0.0,0.005135676,0.426442
ANM0123,82.0,0.0,0.0,0,270.0,103.0,143.0,2850.0,162.0,47.0,2.0,0.0,57.0,2.0,103.0,80.0,7.696867,0,3306.0,0.0,0.0,0.0,0.38007382,0.5276753,0.041666668,0.056822166,0.017236166,410.0,0.123979434,0.10946477,3306.0,0.0,0.036127675,0.5555556
ANP0555,692.0,0.0,0.0,0,3009.0,0.0,1169.0,32870.0,3011.0,0.0,0.0,0.0,0.0,1.0,155.0,488.0,86.045586,0,36571.0,0.0,0.0,0.0,0.0,0.3883721,0.0,0.0916005,0.0,4180.0,0.11429509,0.11429509,36571.0,0.0,0.0047154026,0.41709402
ANT0430,1022.0,0.0,0.0,0,3003.0,1205.0,921.0,32870.0,467.0,0.0,0.0,0.0,0.0,3.0,112.0,404.0,85.37038,0,36895.0,0.0,0.0,0.0,0.40113184,0.3065912,0.0,0.014207052,0.0,2593.0,0.07027862,0.037619255,36895.0,0.0,0.0034072588,0.43817788
AOB0019,692.0,0.0,0.0,0,3638.0,409.0,1013.0,39444.0,740.0,0.0,0.0,0.0,0.0,1.0,101.0,391.0,103.71829,0,43774.0,0.0,0.0,0.0,0.11239351,0.27837318,0.0,0.0187603,0.0,2162.0,0.04938892,0.04004569,43774.0,0.0,0.0025605273,0.38560158
AOK0844,1186.0,28.0,331.0,0,370.0,109.0,136.0,3830.0,178.0,1321.0,86.0,3.0,809.0,15.0,123.0,82.0,10.884531,0,7516.0,0.023588879,0.27885425,0.0,0.29380053,0.36657682,0.06505295,0.046463065,0.10762272,537.0,0.071438074,0.1493947,7516.0,0.002269289,0.0321065,0.5985401
AOS0987,1149.0,0.0,0.0,0,3017.0,857.0,1398.0,31140.0,1569.0,0.0,0.0,0.0,0.0,3.0,194.0,343.0,86.235664,0,35306.0,0.0,0.0,0.0,0.28396288,0.4632207,0.0,0.05038374,0.0,3824.0,0.10830714,0.08403433,35306.0,0.0,0.0062297294,0.24517512
APG0307,692.0,0.0,0.0,0,330.0,73.0,108.0,3460.0,139.0,0.0,0.0,0.0,0.0,1.0,135.0,82.0,9.222782,0,4482.0,0.0,0.0,0.0,0.2205438,0.326284,0.0,0.040161803,0.0,320.0,0.07138077,0.055097032,4482.0,0.0,0.03900607,0.7522936
AQD0820,692.0,346.0,0.0,0,3018.0,594.0,1245.0,32870.0,2301.0,0.0,0.0,0.0,0.0,1.0,181.0,518.0,87.48822,0,36580.0,0.4992785,0.0,0.0,0.19675389,0.4123882,0.0,0.07000091,0.0,4486.0,0.12263197,0.09693557,36580.0,0.0,0.0055063735,0.41573033
ARA0252,963.0,0.0,0.0,0,2981.0,1222.0,1262.0,32870.0,4040.0,0.0,0.0,0.0,0.0,1.0,155.0,533.0,84.92275,0,36814.0,0.0,0.0,0.0,0.4097921,0.4232059,0.0,0.12290469,0.0,6524.0,0.17721038,0.14401738,36814.0,0.0,0.0047154026,0.42201108
ARB0834,422.0,0.0,0.0,0,207.0,49.0,116.0,2110.0,59.0,0.0,0.0,0.0,0.0,1.0,121.0,85.0,5.860076,0,2739.0,0.0,0.0,0.0,0.23557693,0.5576923,0.0,0.02794884,0.0,224.0,0.08175182,0.06386861,2739.0,0.0,0.057318807,0.72649574
ARB0881,692.0,0.0,0.0,0,1016.0,386.0,465.0,10034.0,567.0,0.0,0.0,0.0,0.0,1.0,135.0,243.0,28.773792,0,11742.0,0.0,0.0,0.0,0.3795477,0.45722714,0.0,0.05650224,0.0,1418.0,0.12075279,0.087882146,11742.0,0.0,0.013452915,0.5214592
ARD0509,724.0,0.0,0.0,0,994.0,304.0,250.0,10380.0,298.0,0.0,0.0,0.0,0.0,3.0,82.0,152.0,28.99674,0,12098.0,0.0,0.0,0.0,0.30552763,0.2512563,0.0,0.02870629,0.0,852.0,0.07041904,0.045293,12098.0,0.0,0.007899046,0.6055777
ARL0034,692.0,0.0,0.0,0,4670.0,946.0,1836.0,49478.0,3658.0,0.0,0.0,0.0,0.0,1.0,125.0,727.0,133.96208,0,54840.0,0.0,0.0,0.0,0.20252623,0.39306358,0.0,0.07393035,0.0,6440.0,0.11743039,0.10018052,54840.0,0.0,0.0025263242,0.39575395
ASB0796,530.0,0.0,0.0,0,2298.0,484.0,972.0,25175.0,3282.0,0.0,0.0,0.0,0.0,1.0,196.0,403.0,66.38301,0,28003.0,0.0,0.0,0.0,0.21052632,0.42279252,0.0,0.13036224,0.0,4738.0,0.16919011,0.15190688,28003.0,0.0,0.007785192,0.41418293
ASD0577,692.0,0.0,0.0,0,329.0,0.0,184.0,3450.0,119.0,0.0,0.0,0.0,0.0,1.0,182.0,127.0,9.490786,0,4471.0,0.0,0.0,0.0,0.0,0.55757576,0.0,0.03448276,0.0,303.0,0.06775492,0.06775492,4471.0,0.0,0.052738335,0.6864865
ASG0048,692.0,0.0,0.0,0,3631.0,1475.0,1438.0,39444.0,2451.0,0.0,0.0,0.0,0.0,1.0,178.0,374.0,103.84822,0,43767.0,0.0,0.0,0.0,0.40611234,0.3959251,0.0,0.062137153,0.0,5364.0,0.12255529,0.08885487,43767.0,0.0,0.0045126127,0.25990272
ASG0692,692.0,0.0,0.0,0,2990.0,304.0,1254.0,32870.0,988.0,0.0,0.0,0.0,0.0,1.0,169.0,542.0,84.71125,0,36552.0,0.0,0.0,0.0,0.10163825,0.41925776,0.0,0.030056888,0.0,2546.0,0.06965229,0.061335593,36552.0,0.0,0.00514131,0.43187252
ASL0378,966.0,0.0,0.0,0,2992.0,625.0,934.0,32870.0,2150.0,0.0,0.0,0.0,0.0,1.0,103.0,396.0,86.06914,0,36828.0,0.0,0.0,0.0,0.20882058,0.3120615,0.0,0.065407194,0.0,3709.0,0.10070868,0.08373836,36828.0,0.0,0.003133461,0.42352942
ASM0575,967.0,0.0,0.0,0,330.0,130.0,132.0,3450.0,85.0,0.0,0.0,0.0,0.0,1.0,115.0,87.0,9.418869,0,4747.0,0.0,0.0,0.0,0.39274925,0.39879155,0.0,0.024630541,0.0,347.0,0.0730834,0.045703456,4747.0,0.0,0.033323675,0.65413535
ASS0206,692.0,0.0,0.0,0,4660.0,0.0,2062.0,49335.0,1835.0,0.0,0.0,0.0,0.0,1.0,165.0,779.0,132.97731,0,54687.0,0.0,0.0,0.0,0.0,0.44239435,0.0,0.037193935,0.0,3897.0,0.071258776,0.071258776,54687.0,0.0,0.0033444138,0.37760544
ASS0517,961.0,0.0,0.0,0,1011.0,304.0,292.0,10034.0,648.0,0.0,0.0,0.0,0.0,1.0,89.0,156.0,29.556011,0,12006.0,0.0,0.0,0.0,0.30039525,0.28853756,0.0,0.06457399,0.0,1244.0,0.10360623,0.07828767,12006.0,0.0,0.008868959,0.5324232
ASV0946,956.0,0.0,0.0,0,331.0,138.0,130.0,3450.0,187.0,0.0,0.0,0.0,0.0,1.0,103.0,93.0,9.724885,0,4737.0,0.0,0.0,0.0,0.41566265,0.39156628,0.0,0.054187194,0.0,455.0,0.09603208,0.06690587,4737.0,0.0,0.02984642,0.7099237
